,Tweets,Tweet URL,Tweet ID,User ID
0,"The global Covid-19 death toll hits a new grim milestone, surpassing 6 million, as the World Health Organization's chief urges people to stay cautious and governments to ""stay the course"" https://t.co/33xO0KNBR9",https://twitter.com/428333/status/1500857065325137921,1500857065325137921,428333
1,"The White House unveiled a plan to move the nation to a new stage of the pandemic where Covid-19 ""does not disrupt our daily lives"" https://t.co/oksu37aIKX",https://twitter.com/428333/status/1499052948994854917,1499052948994854917,428333
2,"Britain's Queen Elizabeth II cancels virtual engagements for today as she still has ""mild"" Covid-19 symptoms, Buckingham Palace says https://t.co/iqs1kqhqS8",https://twitter.com/428333/status/1496078583596466176,1496078583596466176,428333
3,"Britain's Queen Elizabeth tests positive for Covid-19 and is experiencing mild cold-like symptoms, Buckingham Palace announces https://t.co/X4akYIusyI",https://twitter.com/428333/status/1495367543569190916,1495367543569190916,428333
4,US Surgeon General Dr. Vivek Murthy announced Friday that he has tested positive for Covid-19 https://t.co/T7ZaHkAEuO,https://twitter.com/428333/status/1494718332636962823,1494718332636962823,428333
5,Canadian Prime Minister Justin Trudeau says the federal government is invoking the Emergencies Act “to supplement provincial and territorial capacity to address the blockages and occupations” connected to protests over Covid-19 health measures. https://t.co/jmethaH5Dl,https://twitter.com/428333/status/1493348061644533765,1493348061644533765,428333
6,"JUST IN: Police say arrests have been made and vehicles towed away following protests at a key US-Canada border crossing over Covid-19 mandates
https://t.co/Zw1qJsAk51",https://twitter.com/428333/status/1492862789408469003,1492862789408469003,428333
7,The FDA is postponing an advisory panel meeting on authorizing Pfizer’s Covid-19 vaccine in children under 5. https://t.co/tDhsRbr5Dj,https://twitter.com/428333/status/1492214232489897984,1492214232489897984,428333
8,"The US-Canada border crossing at Emerson, Manitoba, and Pembina, North Dakota, has been shut down by protesters demonstrating against Covid-19 mandates, according to the Royal Canadian Mounted Police in Manitoba. 

Follow live updates. https://t.co/JCYIGtc652",https://twitter.com/428333/status/1491822018869837837,1491822018869837837,428333
9,"For the first time in more than a month, there are fewer than 100,000 hospital beds in use for patients with Covid-19 nationwide, according to data from the US Department of Health and Human Services. https://t.co/PzBkXGhkZ8",https://twitter.com/428333/status/1491517320669405189,1491517320669405189,428333
10,The Covid-19 pandemic may have been three times deadlier than the reported death toll suggests. https://t.co/3xeE0Jmtyx,https://twitter.com/759251/status/1502192649356382212,1502192649356382212,759251
11,Why have women around the world been so disproportionately affected by Covid-19? Experts explain. https://t.co/mAksYQNc4E,https://twitter.com/759251/status/1501966206835859460,1501966206835859460,759251
12,"As Covid-19 cases continue to fall and state and local governments lift remaining pandemic restrictions, many offices are asking employees to return to in-person work. https://t.co/ogHh4h2koG",https://twitter.com/759251/status/1501841568508096513,1501841568508096513,759251
13,There's been a debate for much of the last few months as to when we really will know that the Covid-19 pandemic is over | Analysis by Chris Cillizza https://t.co/XZGrgeNQ0j,https://twitter.com/759251/status/1501784948184920064,1501784948184920064,759251
14,The US Centers for Disease Control and Prevention's new measure for determining community Covid-19 levels and severity means that nearly 70% of the United States population lives in areas where masks are no longer required. https://t.co/CpoNLCFvsj,https://twitter.com/759251/status/1501777393517748224,1501777393517748224,759251
15,"Pfizer has begun a Phase 2 and 3 clinical trial of its Covid-19 antiviral treatment, Paxlovid, in children ages 6 to 17, the company said Wednesday in a news release. https://t.co/kVPrR8Vx9a",https://twitter.com/759251/status/1501744671361585155,1501744671361585155,759251
16,"Russia's invasion of Ukraine is causing a devastating humanitarian crisis in the country, with at least two million people fleeing into neighboring countries and the WHO warning that the deteriorating conditions will make it easier for Covid-19 to spread https://t.co/7zBaVIsWVC",https://twitter.com/759251/status/1501586745086947328,1501586745086947328,759251
17,The Florida Department of Health released new guidance Tuesday that says healthy children between the ages of 5 to 17 do not need to get the Covid-19 vaccine. https://t.co/2DeM6eLWEl,https://twitter.com/759251/status/1501437662191828996,1501437662191828996,759251
18,"On Monday afternoon, Florida Surgeon General Dr. Joseph Ladapo announced that his state would be the first to recommend against vaccinating healthy children for Covid-19.  https://t.co/pk2Ogm8afI",https://twitter.com/759251/status/1501404920473346050,1501404920473346050,759251
19,"""I love my family, my kids and my wife more than I love myself. So when I would fight, I would fight for them,"" the father of seven said. https://t.co/PGXpExihrO",https://twitter.com/759251/status/1501364669025501194,1501364669025501194,759251
20,"Starting Thursday, the US territory in the Caribbean will no longer require that domestic travelers provide proof of vaccination or take a Covid-19 test before arrival. https://t.co/oJJJhKlTot",https://twitter.com/759251/status/1501359635684630530,1501359635684630530,759251
21,"As states roll back masking requirements for students, a new study shows that masks helped cut Covid-19 infections in public K-12 schools that required them in the fall. https://t.co/X1snxQHy1B",https://twitter.com/759251/status/1501316905465958409,1501316905465958409,759251
22,At least half of the women surveyed by CNN believe it is time to learn to live with Covid-19,https://twitter.com/759251/status/1501246876015857665,1501246876015857665,759251
23,The CDC recommended children get vaccinated in November when the shot became available to most kids. But Florida Surgeon General Joseph Ladapo said the state is going to issue separate guidance urging parents not to vaccinate their kids. https://t.co/4PzEShbsM3,https://twitter.com/759251/status/1501097924335439872,1501097924335439872,759251
24,Antiviral medication orders for the White House's Covid-19 test-to-treat program are underway.  https://t.co/N65NJ1RynS,https://twitter.com/759251/status/1501045127715995653,1501045127715995653,759251
25,"Some of the nation's leading public health experts detail in a new report when and how the United States can transition out of the Covid-19 pandemic phase and back into ""pre-pandemic routines and lives."" https://t.co/I066IFxE7f",https://twitter.com/759251/status/1500992231544700929,1500992231544700929,759251
26,"The Biden administration filed an emergency application with the Supreme Court on Monday, asking it to freeze a lower-court opinion requiring the Navy to deploy special operations forces even though they have refused to get vaccinated for Covid-19. https://t.co/0yH3ba2sHG",https://twitter.com/759251/status/1500977109560434688,1500977109560434688,759251
27,"What does the pandemic's ""new normal"" mean for you? 

If you missed the Sunday edition of CNN's 5 Things podcast, Elizabeth Cohen examines what the next phase of Covid-19 could look like with the Biden administration's new plan. Listen here. https://t.co/FSdnAF6WwC https://t.co/kjWrLkl7YR",https://twitter.com/759251/status/1500924267500032000,1500924267500032000,759251
28,The CDC recommended children get vaccinated in November when the shot became available to most kids. But Florida Surgeon General Joseph Ladapo said the state is going to issue separate guidance urging parents not to vaccinate their kids. https://t.co/7lR1Vcle5t,https://twitter.com/759251/status/1500920486775164939,1500920486775164939,759251
29,The study found the brains of those who had Covid-19 had a greater loss of grey matter and abnormalities in the brain tissue compared with those who didn't have Covid-19. Many of those changes were in the area of the brain related to the sense of smell. https://t.co/AezNacGtv4,https://twitter.com/759251/status/1500911701625032705,1500911701625032705,759251
30,Democrats and Republicans on Capitol Hill are set for a showdown over Covid-19 relief that threatens to hold up desperately needed aid to Ukraine as the country fights back against Russia's invasion. https://t.co/vOzQRvdep1,https://twitter.com/759251/status/1500739304850661379,1500739304850661379,759251
31,"A convoy of vehicles lapped the Washington, DC, beltway Sunday morning to demand an end to Covid-19 mandates and restrictions. https://t.co/8lwZ0g1ICM",https://twitter.com/759251/status/1500716647677677570,1500716647677677570,759251
32,"A convoy of vehicles lapped the Washington, DC, beltway Sunday morning to demand an end to Covid-19 mandates and restrictions https://t.co/LvEflhBxfy",https://twitter.com/759251/status/1500614733849931778,1500614733849931778,759251
33,Some of the small groups representing communities of color that were contracted as part of a NIH Covid-19 outreach project tell CNN they have not been paid properly https://t.co/LB3iYno5vs,https://twitter.com/759251/status/1500577001480101893,1500577001480101893,759251
34,"What's the ""new normal""? 

In the Sunday edition of CNN's 5 Things podcast, Elizabeth Cohen explains the Biden administration's new plan to combat Covid-19 and what the data tells us about the reality of this moment. 

Listen here. https://t.co/2l0Qp1tQdC https://t.co/j5IoBpRbQI",https://twitter.com/759251/status/1500459950493114369,1500459950493114369,759251
